reviewId;userName;score;at;content;case_folding;cleaning;normalisasi;tokenizing;stopwords;stemming;cleaned;Score;Sentiment
87b90cba-4fc9-49b1-9af3-f0bcc192e8be;Pengguna Google;5;2024-10-24 06:10:58;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
0cc268d5-e587-44ff-9f4b-1afa642a2fde;Pengguna Google;5;2024-10-23 23:39:22;mantap;mantap;mantap;mantap;['mantap'];['mantap'];['mantap'];mantap;1;Positif
19a1aa1c-455d-44a7-9343-f0bdd7646ea2;Pengguna Google;5;2024-10-23 23:29:23;mudah murah cepat;mudah murah cepat;mudah murah cepat;mudah murah cepat;['mudah', 'murah', 'cepat'];['mudah', 'murah', 'cepat'];['mudah', 'murah', 'cepat'];mudah murah cepat;0;Netral
4c489bce-48aa-453d-8409-d85a5588bbc7;Pengguna Google;5;2024-10-23 20:26:09;terbaik;terbaik;terbaik;terbaik;['terbaik'];['terbaik'];['baik'];baik;0;Netral
99f9efe3-c8c6-4afe-81d3-096249747b57;Pengguna Google;1;2024-10-23 07:56:35;kenapa kadang kita pesanan dapetnya yang jaraknya jauh.;kenapa kadang kita pesanan dapetnya yang jaraknya jauh.;kenapa kadang kita pesanan dapetnya yang jaraknya jauh;kenapa kadang kita pesanan dapat nya yang jaraknya jauh;['kenapa', 'kadang', 'kita', 'pesanan', 'dapat', 'nya', 'yang', 'jaraknya', 'jauh'];['kadang', 'pesanan', 'nya', 'jaraknya', 'jauh'];['kadang', 'pesan', 'nya', 'jarak', 'jauh'];kadang pesan nya jarak jauh;0;Netral
5d4061b7-d28c-48ec-bbb4-02d4fb6869d8;Pengguna Google;5;2024-10-23 06:10:25;rekomended;rekomended;rekomended;rekomendasi;['rekomendasi'];['rekomendasi'];['rekomendasi'];rekomendasi;0;Netral
323dbd53-d949-4813-abd2-a6024aa08f75;Pengguna Google;5;2024-10-22 21:22:17;aplikasinya sangat membantu sekali untuk pemesanan blue bird taxi,;aplikasinya sangat membantu sekali untuk pemesanan blue bird taxi,;aplikasinya sangat membantu sekali untuk pemesanan blue bird taxi;aplikasi nya sangat membantu sekali untuk pemesanan blue bird taxi;['aplikasi', 'nya', 'sangat', 'membantu', 'sekali', 'untuk', 'pemesanan', 'blue', 'bird', 'taxi'];['aplikasi', 'nya', 'sangat', 'membantu', 'sekali', 'pemesanan', 'blue', 'bird', 'taxi'];['aplikasi', 'nya', 'sangat', 'bantu', 'sekali', 'mesan', 'blue', 'bird', 'taxi'];aplikasi nya sangat bantu sekali mesan blue bird taxi;-2;Negatif
d3ab9907-c111-4dc8-b051-1bc667b6f516;Pengguna Google;5;2024-10-22 09:29:00;bagus;bagus;bagus;bagus;['bagus'];['bagus'];['bagus'];bagus;0;Netral
a2712aeb-471c-4e07-8401-dd3b31998ddf;Pengguna Google;5;2024-10-22 07:14:32;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
0436b7e4-e2ac-496a-864c-fcec922ebb7a;Pengguna Google;5;2024-10-22 01:21:54;seneng bisa pesan taksi tepat waktu;seneng bisa pesan taksi tepat waktu;seneng bisa pesan taksi tepat waktu;senang bisa pesan taksi tepat waktu;['senang', 'bisa', 'pesan', 'taksi', 'tepat', 'waktu'];['senang', 'pesan', 'taksi', 'tepat', 'waktu'];['senang', 'pesan', 'taksi', 'tepat', 'waktu'];senang pesan taksi tepat waktu;0;Netral
3528eab7-7e27-4e90-a419-d2eec6f63dac;Pengguna Google;5;2024-10-21 23:42:12;mudah digunakan, cocok buat lansia;mudah digunakan, cocok buat lansia;mudah digunakan cocok buat lansia;mudah digunakan cocok buat lansia;['mudah', 'digunakan', 'cocok', 'buat', 'lansia'];['mudah', 'digunakan', 'cocok', 'buat', 'lansia'];['mudah', 'guna', 'cocok', 'buat', 'lansia'];mudah guna cocok buat lansia;2;Positif
77dd96b9-771c-4378-83f3-5e9f5f1359a4;Pengguna Google;5;2024-10-21 23:21:44;pelayanan sll terbaik dr dulu,pertahankan ya.makasi blue bird;pelayanan sll terbaik dr dulu,pertahankan ya.makasi blue bird;pelayanan sll terbaik dr dulupertahankan yamakasi blue bird;pelayanan selalu terbaik dari dulupertahankan yamakasi blue bird;['pelayanan', 'selalu', 'terbaik', 'dari', 'dulupertahankan', 'yamakasi', 'blue', 'bird'];['pelayanan', 'selalu', 'terbaik', 'dulupertahankan', 'yamakasi', 'blue', 'bird'];['layan', 'selalu', 'baik', 'dulupertahankan', 'yamakasi', 'blue', 'bird'];layan selalu baik dulupertahankan yamakasi blue bird;0;Netral
e0366ad9-3c56-461d-8fa1-d696bc43ab29;Pengguna Google;5;2024-10-21 21:50:08;mantul;mantul;mantul;mantap betul;['mantap', 'betul'];['mantap', 'betul'];['mantap', 'betul'];mantap betul;1;Positif
2f8b53ff-85fe-4eaf-8e1b-1a13de6f75f3;Pengguna Google;5;2024-10-21 01:08:02;ok;ok;ok;oke;['oke'];['oke'];['oke'];oke;1;Positif
dc931f72-ebc4-4e5e-b6ad-6f1592f362de;Pengguna Google;5;2024-10-20 22:52:54;mantap;mantap;mantap;mantap;['mantap'];['mantap'];['mantap'];mantap;1;Positif
36add3ca-f4e0-4dd9-951f-62223843ce17;Pengguna Google;5;2024-10-20 20:34:03;ok;ok;ok;oke;['oke'];['oke'];['oke'];oke;1;Positif
5ceb33aa-6a6b-4336-92f1-9066dc8c5d66;Pengguna Google;4;2024-10-20 19:56:48;pelayanan 24 jam dan sangat membantu dan memuaskan;pelayanan 24 jam dan sangat membantu dan memuaskan;pelayanan jam dan sangat membantu dan memuaskan;pelayanan jam dan sangat membantu dan memuaskan;['pelayanan', 'jam', 'dan', 'sangat', 'membantu', 'dan', 'memuaskan'];['pelayanan', 'jam', 'sangat', 'membantu', 'memuaskan'];['layan', 'jam', 'sangat', 'bantu', 'muas'];layan jam sangat bantu muas;1;Positif
f2db5e6b-5b21-4652-8b64-b4e1822955a5;Pengguna Google;5;2024-10-20 13:45:24;merianto;merianto;merianto;merianto;['merianto'];['merianto'];['merianto'];merianto;0;Netral
f1455805-1e50-4d57-8426-8196c4d3fef7;Pengguna Google;5;2024-10-20 10:55:05;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
807958e1-159c-410d-afde-78a1a3cceeea;Pengguna Google;5;2024-10-20 10:46:24;mudah to used;mudah to used;mudah to used;mudah to used;['mudah', 'to', 'used'];['mudah', 'to', 'used'];['mudah', 'to', 'used'];mudah to used;0;Netral
26a9b89e-36ed-42b6-9ff4-2fb24197985e;Pengguna Google;5;2024-10-19 17:12:38;baik. alternatif taksi ditengah gemluran taksol yang pengemudinya random.;baik. alternatif taksi ditengah gemluran taksol yang pengemudinya random.;baik alternatif taksi ditengah gemluran taksol yang pengemudinya random;baik alternatif taksi ditengah gemluran taksol yang pengemudinya random;['baik', 'alternatif', 'taksi', 'ditengah', 'gemluran', 'taksol', 'yang', 'pengemudinya', 'random'];['baik', 'alternatif', 'taksi', 'ditengah', 'gemluran', 'taksol', 'pengemudinya', 'random'];['baik', 'alternatif', 'taksi', 'tengah', 'gemluran', 'taksol', 'mud', 'random'];baik alternatif taksi tengah gemluran taksol mud random;0;Netral
b4bf6d75-2a91-4849-b0bc-0baf4454c412;Pengguna Google;2;2024-10-19 06:43:01;udah argo tinggi masih charge rp 3000 ?? bluebird exist duluan mana dari competitornya ? sebelah perusahaan aplikasi..bluebird perusahaan transportasi..aplikasi adalah fasilitas dibuat dan disediakan perusahaan untuk mempermudah custumer dan pengemudi ..kenapa harus pelanggan yang tanggung jawab biaya pemeliharaannya ?? maaf ya kalo kurang berkenan..;udah argo tinggi masih charge rp 3000 ?? bluebird exist duluan mana dari competitornya ? sebelah perusahaan aplikasi..bluebird perusahaan transportasi..aplikasi adalah fasilitas dibuat dan disediakan perusahaan untuk mempermudah custumer dan pengemudi ..kenapa harus pelanggan yang tanggung jawab biaya pemeliharaannya ?? maaf ya kalo kurang berkenan..;udah argo tinggi masih charge rp bluebird exist duluan mana dari competitornya sebelah perusahaan aplikasibluebird perusahaan transportasiaplikasi adalah fasilitas dibuat dan disediakan perusahaan untuk mempermudah custumer dan pengemudi kenapa harus pelanggan yang tanggung jawab biaya pemeliharaannya maaf ya kalo kurang berkenan;sudah argo tinggi masih charge rp bluebird exist duluan mana dari competitornya sebelah perusahaan aplikasibluebird perusahaan transportasiaplikasi adalah fasilitas dibuat dan disediakan perusahaan untuk mempermudah custumer dan pengemudi kenapa harus pelanggan yang tanggung jawab biaya pemeliharaannya maaf ya kalau kurang berkenan;['sudah', 'argo', 'tinggi', 'masih', 'charge', 'rp', 'bluebird', 'exist', 'duluan', 'mana', 'dari', 'competitornya', 'sebelah', 'perusahaan', 'aplikasibluebird', 'perusahaan', 'transportasiaplikasi', 'adalah', 'fasilitas', 'dibuat', 'dan', 'disediakan', 'perusahaan', 'untuk', 'mempermudah', 'custumer', 'dan', 'pengemudi', 'kenapa', 'harus', 'pelanggan', 'yang', 'tanggung', 'jawab', 'biaya', 'pemeliharaannya', 'maaf', 'ya', 'kalau', 'kurang', 'berkenan'];['argo', 'tinggi', 'charge', 'rp', 'bluebird', 'exist', 'duluan', 'mana', 'competitornya', 'sebelah', 'perusahaan', 'aplikasibluebird', 'perusahaan', 'transportasiaplikasi', 'fasilitas', 'dibuat', 'disediakan', 'perusahaan', 'mempermudah', 'custumer', 'pengemudi', 'pelanggan', 'tanggung', 'jawab', 'biaya', 'pemeliharaannya', 'maaf', 'kalau', 'kurang', 'berkenan'];['argo', 'tinggi', 'charge', 'rp', 'bluebird', 'exist', 'duluan', 'mana', 'competitornya', 'belah', 'usaha', 'aplikasibluebird', 'usaha', 'transportasiaplikasi', 'fasilitas', 'buat', 'sedia', 'usaha', 'mudah', 'custumer', 'kemudi', 'langgan', 'tanggung', 'jawab', 'biaya', 'pelihara', 'maaf', 'kalau', 'kurang', 'kenan'];argo tinggi charge rp bluebird exist duluan mana competitornya belah usaha aplikasibluebird usaha transportasiaplikasi fasilitas buat sedia usaha mudah custumer kemudi langgan tanggung jawab biaya pelihara maaf kalau kurang kenan;1;Positif
042c7fd3-4691-4564-b23e-bdec1ac2e6c7;Pengguna Google;5;2024-10-18 07:21:45;mantab;mantab;mantab;mantap;['mantap'];['mantap'];['mantap'];mantap;1;Positif
df992645-3cef-4630-aad8-9e8237ac77dc;Pengguna Google;5;2024-10-17 15:34:18;mantab;mantab;mantab;mantap;['mantap'];['mantap'];['mantap'];mantap;1;Positif
cff86352-4c39-424e-ac57-7eef48f8867f;Pengguna Google;5;2024-10-17 10:33:29;ada opsi jadwal pemesanan itu yang membuat berbeda;ada opsi jadwal pemesanan itu yang membuat berbeda;ada opsi jadwal pemesanan itu yang membuat berbeda;ada opsi jadwal pemesanan itu yang membuat berbeda;['ada', 'opsi', 'jadwal', 'pemesanan', 'itu', 'yang', 'membuat', 'berbeda'];['opsi', 'jadwal', 'pemesanan', 'membuat', 'berbeda'];['opsi', 'jadwal', 'mesan', 'buat', 'beda'];opsi jadwal mesan buat beda;0;Netral
5dfee0be-4397-4b79-a171-04af71020c19;Pengguna Google;5;2024-10-17 07:28:24;ok banget..;ok banget..;ok banget;oke banget;['oke', 'banget'];['oke', 'banget'];['oke', 'banget'];oke banget;2;Positif
e95e4d68-0529-46a9-86ec-f36b74fb29ef;Pengguna Google;5;2024-10-16 01:56:04;mantap 👍;mantap 👍;mantap;mantap;['mantap'];['mantap'];['mantap'];mantap;1;Positif
560bf1fd-eca7-4594-b558-534a31ae869a;Pengguna Google;5;2024-10-15 20:37:16;gampang dan akurat;gampang dan akurat;gampang dan akurat;gampang dan akurat;['gampang', 'dan', 'akurat'];['gampang', 'akurat'];['gampang', 'akurat'];gampang akurat;0;Netral
07e0961c-976b-4dda-b2ff-20192c0766ea;Pengguna Google;5;2024-10-15 16:01:32;mantul;mantul;mantul;mantap betul;['mantap', 'betul'];['mantap', 'betul'];['mantap', 'betul'];mantap betul;1;Positif
c2297338-e31d-4735-a411-7b3f32daa8a0;Pengguna Google;5;2024-10-15 15:50:52;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
b8fe4226-821a-4134-abfd-5e32fdbef06a;Pengguna Google;5;2024-10-15 11:17:48;ok;ok;ok;oke;['oke'];['oke'];['oke'];oke;1;Positif
81cb050a-5eb8-4d59-95f0-6a2e88254e29;Pengguna Google;5;2024-10-15 06:51:11;lebih mudah dan lebih nyaman dan aman;lebih mudah dan lebih nyaman dan aman;lebih mudah dan lebih nyaman dan aman;lebih mudah dan lebih nyaman dan aman;['lebih', 'mudah', 'dan', 'lebih', 'nyaman', 'dan', 'aman'];['lebih', 'mudah', 'lebih', 'nyaman', 'aman'];['lebih', 'mudah', 'lebih', 'nyaman', 'aman'];lebih mudah lebih nyaman aman;3;Positif
9579d526-03ff-4e21-a55d-228d505685b0;Pengguna Google;5;2024-10-14 23:14:32;tepat waktu;tepat waktu;tepat waktu;tepat waktu;['tepat', 'waktu'];['tepat', 'waktu'];['tepat', 'waktu'];tepat waktu;0;Netral
8c478d09-7124-49b7-a51a-42c8ac09fd65;Pengguna Google;5;2024-10-14 16:35:33;bagus;bagus;bagus;bagus;['bagus'];['bagus'];['bagus'];bagus;0;Netral
85f573db-8f42-466d-8c68-bacdab4299e7;Pengguna Google;5;2024-10-14 08:41:23;ok pelayanan;ok pelayanan;ok pelayanan;oke pelayanan;['oke', 'pelayanan'];['oke', 'pelayanan'];['oke', 'layan'];oke layan;1;Positif
1f81a5c4-6218-419a-9724-ee3f8893e6be;Pengguna Google;5;2024-10-14 05:13:00;terbaik;terbaik;terbaik;terbaik;['terbaik'];['terbaik'];['baik'];baik;0;Netral
629aecf1-a28d-46c5-b524-714099c9a66c;Pengguna Google;5;2024-10-14 03:34:07;tepat waktu dan ramah;tepat waktu dan ramah;tepat waktu dan ramah;tepat waktu dan ramah;['tepat', 'waktu', 'dan', 'ramah'];['tepat', 'waktu', 'ramah'];['tepat', 'waktu', 'ramah'];tepat waktu ramah;0;Netral
01e59308-6738-4892-b76c-a4c7f1e24e1b;Pengguna Google;5;2024-10-14 03:02:01;bagus dan nyaman;bagus dan nyaman;bagus dan nyaman;bagus dan nyaman;['bagus', 'dan', 'nyaman'];['bagus', 'nyaman'];['bagus', 'nyaman'];bagus nyaman;1;Positif
a940280b-da6f-485a-abda-8a14d7e0f40b;Pengguna Google;5;2024-10-14 00:40:59;sangat membantu, terima kasih bluebird;sangat membantu, terima kasih bluebird;sangat membantu terima kasih bluebird;sangat membantu terima kasih bluebird;['sangat', 'membantu', 'terima', 'kasih', 'bluebird'];['sangat', 'membantu', 'terima', 'kasih', 'bluebird'];['sangat', 'bantu', 'terima', 'kasih', 'bluebird'];sangat bantu terima kasih bluebird;1;Positif
334e4a3b-3d84-435b-8874-d3fc897dc4f5;Pengguna Google;5;2024-10-13 23:07:06;aplikasi ini sangat membantu dan mudah digunakan... aplikasi transportation terbaik;aplikasi ini sangat membantu dan mudah digunakan... aplikasi transportation terbaik;aplikasi ini sangat membantu dan mudah digunakan aplikasi transportation terbaik;aplikasi ini sangat membantu dan mudah digunakan aplikasi transportation terbaik;['aplikasi', 'ini', 'sangat', 'membantu', 'dan', 'mudah', 'digunakan', 'aplikasi', 'transportation', 'terbaik'];['aplikasi', 'sangat', 'membantu', 'mudah', 'digunakan', 'aplikasi', 'transportation', 'terbaik'];['aplikasi', 'sangat', 'bantu', 'mudah', 'guna', 'aplikasi', 'transportation', 'baik'];aplikasi sangat bantu mudah guna aplikasi transportation baik;-1;Negatif
2981786b-82d2-4278-89c9-e3be952d42e7;Pengguna Google;4;2024-10-13 02:27:06;titik jemput ga bisa diatur sulit kalau mau pesankan buat orang lain;titik jemput ga bisa diatur sulit kalau mau pesankan buat orang lain;titik jemput ga bisa diatur sulit kalau mau pesankan buat orang lain;titik jemput tidak bisa diatur sulit kalau mau pesankan buat orang lain;['titik', 'jemput', 'tidak', 'bisa', 'diatur', 'sulit', 'kalau', 'mau', 'pesankan', 'buat', 'orang', 'lain'];['titik', 'jemput', 'diatur', 'sulit', 'kalau', 'mau', 'pesankan', 'buat', 'orang'];['titik', 'jemput', 'atur', 'sulit', 'kalau', 'mau', 'pesan', 'buat', 'orang'];titik jemput atur sulit kalau mau pesan buat orang;-1;Negatif
b0ce3d32-2cd0-43a7-9307-996cc7ce555f;Pengguna Google;5;2024-10-12 13:57:12;terima kasih;terima kasih;terima kasih;terima kasih;['terima', 'kasih'];['terima', 'kasih'];['terima', 'kasih'];terima kasih;1;Positif
6b26fe65-c796-4a59-862f-7362e37ac037;Pengguna Google;3;2024-10-12 09:51:01;"masih banyak fitur yang perlu diperbaiki, mulai dari titik peta yang variasi titik lokasinya masih terbatas dan tolong penambahan fitur ""reschedule waktu"" karena penjemputan dari atau ke bandara, rawan delay pesawat. mohon untuk fitur rincian bisa lebih di perbaiki lagi agar kami bisa melihat rincian detail pemesanan kami.";"masih banyak fitur yang perlu diperbaiki, mulai dari titik peta yang variasi titik lokasinya masih terbatas dan tolong penambahan fitur ""reschedule waktu"" karena penjemputan dari atau ke bandara, rawan delay pesawat. mohon untuk fitur rincian bisa lebih di perbaiki lagi agar kami bisa melihat rincian detail pemesanan kami.";masih banyak fitur yang perlu diperbaiki mulai dari titik peta yang variasi titik lokasinya masih terbatas dan tolong penambahan fitur reschedule waktu karena penjemputan dari atau ke bandara rawan delay pesawat mohon untuk fitur rincian bisa lebih di perbaiki lagi agar kami bisa melihat rincian detail pemesanan kami;masih banyak fitur yang perlu di perbaiki mulai dari titik peta yang variasi titik lokasinya masih terbatas dan tolong penambahan fitur reschedule waktu karena penjemputan dari atau ke bandara rawan delay pesawat mohon untuk fitur rincian bisa lebih di perbaikan lagi agar kami bisa melihat rincian detail pemesanan kami;['masih', 'banyak', 'fitur', 'yang', 'perlu', 'di', 'perbaiki', 'mulai', 'dari', 'titik', 'peta', 'yang', 'variasi', 'titik', 'lokasinya', 'masih', 'terbatas', 'dan', 'tolong', 'penambahan', 'fitur', 'reschedule', 'waktu', 'karena', 'penjemputan', 'dari', 'atau', 'ke', 'bandara', 'rawan', 'delay', 'pesawat', 'mohon', 'untuk', 'fitur', 'rincian', 'bisa', 'lebih', 'di', 'perbaikan', 'lagi', 'agar', 'kami', 'bisa', 'melihat', 'rincian', 'detail', 'pemesanan', 'kami'];['banyak', 'fitur', 'perlu', 'perbaiki', 'mulai', 'titik', 'peta', 'variasi', 'titik', 'lokasinya', 'terbatas', 'penambahan', 'fitur', 'reschedule', 'waktu', 'penjemputan', 'bandara', 'rawan', 'delay', 'pesawat', 'mohon', 'fitur', 'rincian', 'lebih', 'perbaikan', 'melihat', 'rincian', 'detail', 'pemesanan'];['banyak', 'fitur', 'perlu', 'baik', 'mulai', 'titik', 'peta', 'variasi', 'titik', 'lokasi', 'batas', 'tambah', 'fitur', 'reschedule', 'waktu', 'jemput', 'bandara', 'rawan', 'delay', 'pesawat', 'mohon', 'fitur', 'rincian', 'lebih', 'baik', 'lihat', 'rincian', 'detail', 'mesan'];banyak fitur perlu baik mulai titik peta variasi titik lokasi batas tambah fitur reschedule waktu jemput bandara rawan delay pesawat mohon fitur rincian lebih baik lihat rincian detail mesan;0;Netral
b3423a1b-1070-417f-aa22-574be100aa6b;Pengguna Google;3;2024-10-12 09:47:19;biaya mkin kesini mkin aneh.. ada biaya platform lah.. pdahal bb udh dpet masukan dri iklan yg di padang di mobil.. kya taksi online abal2 aj ada biaya apk segala;biaya mkin kesini mkin aneh.. ada biaya platform lah.. pdahal bb udh dpet masukan dri iklan yg di padang di mobil.. kya taksi online abal2 aj ada biaya apk segala;biaya mkin kesini mkin aneh ada biaya platform lah pdahal bb udh dpet masukan dri iklan yg di padang di mobil kya taksi online abal aj ada biaya apk segala;biaya mkin kesini mkin aneh ada biaya platform lah pdahal bb sudah dapat masukan dari iklan yang di padang di mobil kya taksi daring abal saja ada biaya aplikasi segala;['biaya', 'mkin', 'kesini', 'mkin', 'aneh', 'ada', 'biaya', 'platform', 'lah', 'pdahal', 'bb', 'sudah', 'dapat', 'masukan', 'dari', 'iklan', 'yang', 'di', 'padang', 'di', 'mobil', 'kya', 'taksi', 'daring', 'abal', 'saja', 'ada', 'biaya', 'aplikasi', 'segala'];['biaya', 'mkin', 'kesini', 'mkin', 'aneh', 'biaya', 'platform', 'lah', 'pdahal', 'bb', 'masukan', 'iklan', 'padang', 'mobil', 'kya', 'taksi', 'daring', 'abal', 'biaya', 'aplikasi', 'segala'];['biaya', 'mkin', 'kesini', 'mkin', 'aneh', 'biaya', 'platform', 'lah', 'pdahal', 'bb', 'masuk', 'iklan', 'padang', 'mobil', 'kya', 'taksi', 'daring', 'abal', 'biaya', 'aplikasi', 'segala'];biaya mkin kesini mkin aneh biaya platform lah pdahal bb masuk iklan padang mobil kya taksi daring abal biaya aplikasi segala;-1;Negatif
f8ff6a05-3209-4bdf-8979-c15979d1e2f5;Pengguna Google;5;2024-10-12 04:30:27;pengemudi profesional, interior mobil tidak bau stella yang bikin pusing, mantap bluebird;pengemudi profesional, interior mobil tidak bau stella yang bikin pusing, mantap bluebird;pengemudi profesional interior mobil tidak bau stella yang bikin pusing mantap bluebird;pengemudi profesional interior mobil tidak bau stella yang bikin pusing mantap bluebird;['pengemudi', 'profesional', 'interior', 'mobil', 'tidak', 'bau', 'stella', 'yang', 'bikin', 'pusing', 'mantap', 'bluebird'];['pengemudi', 'profesional', 'interior', 'mobil', 'bau', 'stella', 'bikin', 'pusing', 'mantap', 'bluebird'];['kemudi', 'profesional', 'interior', 'mobil', 'bau', 'stella', 'bikin', 'pusing', 'mantap', 'bluebird'];kemudi profesional interior mobil bau stella bikin pusing mantap bluebird;1;Positif
4e000af1-6101-4487-bd8f-d4e8343c80a2;Pengguna Google;5;2024-10-12 03:19:23;cepat respon dan fleksibel;cepat respon dan fleksibel;cepat respon dan fleksibel;cepat respons dan fleksibel;['cepat', 'respons', 'dan', 'fleksibel'];['cepat', 'respons', 'fleksibel'];['cepat', 'respons', 'fleksibel'];cepat respons fleksibel;1;Positif
b9664574-3173-4655-8819-2615cf6a4fcf;Pengguna Google;5;2024-10-12 02:33:51;sangat baik;sangat baik;sangat baik;sangat baik;['sangat', 'baik'];['sangat', 'baik'];['sangat', 'baik'];sangat baik;0;Netral
e499dcb4-99c0-4ad3-bcfd-0b6ff1518dee;Pengguna Google;5;2024-10-12 01:14:56;sangat membantu saat bepergian;sangat membantu saat bepergian;sangat membantu saat bepergian;sangat membantu saat bepergian;['sangat', 'membantu', 'saat', 'bepergian'];['sangat', 'membantu', 'bepergian'];['sangat', 'bantu', 'pergi'];sangat bantu pergi;0;Netral
76eed97e-8895-4c5c-94db-472dda208508;Pengguna Google;5;2024-10-11 18:58:27;cepat respon & very bagus;cepat respon & very bagus;cepat respon very bagus;cepat respons sangat bagus;['cepat', 'respons', 'sangat', 'bagus'];['cepat', 'respons', 'sangat', 'bagus'];['cepat', 'respons', 'sangat', 'bagus'];cepat respons sangat bagus;1;Positif
ef86b893-78f4-4344-93e6-6bd498ab19c7;Pengguna Google;5;2024-10-11 10:06:15;aman;aman;aman;aman;['aman'];['aman'];['aman'];aman;0;Netral
3dae6e1d-901f-40a1-927b-60199134eb10;Pengguna Google;5;2024-10-11 09:14:58;setelah update terbaru, setiap klik aplikasi selalu keluar otomatis. kenapa ya? bantuannya dong. saya kesusahan ntuk pesanan;setelah update terbaru, setiap klik aplikasi selalu keluar otomatis. kenapa ya? bantuannya dong. saya kesusahan ntuk pesanan;setelah update terbaru setiap klik aplikasi selalu keluar otomatis kenapa ya bantuannya dong saya kesusahan ntuk pesanan;setelah diperbarui terbaru setiap klik aplikasi selalu keluar otomatis kenapa ya bantuannya dong saya kesusahan ntuk pesanan;['setelah', 'diperbarui', 'terbaru', 'setiap', 'klik', 'aplikasi', 'selalu', 'keluar', 'otomatis', 'kenapa', 'ya', 'bantuannya', 'dong', 'saya', 'kesusahan', 'ntuk', 'pesanan'];['diperbarui', 'terbaru', 'klik', 'aplikasi', 'selalu', 'keluar', 'otomatis', 'bantuannya', 'dong', 'kesusahan', 'ntuk', 'pesanan'];['baru', 'baru', 'klik', 'aplikasi', 'selalu', 'keluar', 'otomatis', 'bantu', 'dong', 'susah', 'ntuk', 'pesan'];baru baru klik aplikasi selalu keluar otomatis bantu dong susah ntuk pesan;-2;Negatif
42f3fca5-8eb8-4458-93fc-b5759d855421;Pengguna Google;5;2024-10-10 23:41:01;josss;josss;joss;joss;['joss'];['joss'];['joss'];joss;0;Netral
cdc5bc45-5562-4aeb-8326-20d5bca5c522;Pengguna Google;5;2024-10-10 09:07:58;ok;ok;ok;oke;['oke'];['oke'];['oke'];oke;1;Positif
10081c8e-44b8-4211-a3b9-a1b7f87fcee1;Pengguna Google;5;2024-10-10 08:48:47;ok;ok;ok;oke;['oke'];['oke'];['oke'];oke;1;Positif
72fae45e-7a13-4318-a915-12eba954928f;Pengguna Google;1;2024-10-09 11:13:05;afk apai ko jadi gini aku pikir pinjaman eh malah bikin ribet gini.;afk apai ko jadi gini aku pikir pinjaman eh malah bikin ribet gini.;afk apai ko jadi gini aku pikir pinjaman eh malah bikin ribet gini;afk apai kok jadi begini aku pikir pinjaman eh bahkan bikin rumit begini;['afk', 'apai', 'kok', 'jadi', 'begini', 'aku', 'pikir', 'pinjaman', 'eh', 'bahkan', 'bikin', 'rumit', 'begini'];['afk', 'apai', 'kok', 'jadi', 'begini', 'aku', 'pikir', 'pinjaman', 'bahkan', 'bikin', 'rumit', 'begini'];['afk', 'apa', 'kok', 'jadi', 'begini', 'aku', 'pikir', 'pinjam', 'bahkan', 'bikin', 'rumit', 'begini'];afk apa kok jadi begini aku pikir pinjam bahkan bikin rumit begini;-4;Negatif
